通番,情報種別,市外局番,電話番号,電番略符号,カナ名称,漢字名称,法人種類コード,住所コード,都道府県名,市区郡町村名,大字通称名,字丁目名,街区番号,郵便番号,基本分類コード,基本分類名,TP分類コード,TP分類名
00000154,0,011,860-2952,,炉端 本店,炉端 本店,0,01101993103,北海道,札幌市中央区,南三条西,9丁目,9-29,0880169,52,そば・うどん店,5205,居酒屋
00000155,0,011,137-1462,,酒処 支店,酒処 支店,0,01101371901,北海道,札幌市中央区,北二条西,4丁目,4-11,0660540,52,そば・うどん店,5205,居酒屋
00000156,0,011,521-8994,,炉端 支店,炉端 支店,0,01101797114,北海道,札幌市中央区,北二条西,10丁目,17-17,0820803,52,そば・うどん店,5205,居酒屋
00000157,0,011,985-7062,,炉端 中央区,炉端 中央区,1,01101792531,北海道,札幌市中央区,南五条西,3丁目,14-24,0100790,52,そば・うどん店,5205,居酒屋
00000158,0,011,400-3559,,炉端 南一条西,炉端 南一条西,0,01101106534,北海道,札幌市中央区,南一条西,9丁目,16-9,0340223,52,そば・うどん店,5205,居酒屋
00000159,0,011,843-5580,,居酒屋,居酒屋,1,01101447540,北海道,札幌市中央区,南五条西,2丁目,4-24,0710259,52,そば・うどん店,5205,居酒屋
00000160,0,011,631-8318,,酒処 中央区,酒処 中央区,0,01101395076,北海道,札幌市中央区,南五条西,3丁目,7-2,0940913,52,そば・うどん店,5205,居酒屋
00000161,0,011,293-1933,,海鮮 本店,海鮮 本店,0,01101158253,北海道,札幌市中央区,大通西,8丁目,3-30,0580970,52,そば・うどん店,5205,居酒屋
00000162,0,011,453-7677,,居酒屋 支店,居酒屋 支店,1,01101705398,北海道,札幌市中央区,南四条西,10丁目,19-10,0400367,52,そば・うどん店,5205,居酒屋
00000163,0,011,837-1694,,炉端 中央区,炉端 中央区,0,01101589946,北海道,札幌市中央区,南三条西,1丁目,3-24,0860974,52,そば・うどん店,5205,居酒屋
00000164,0,011,909-7194,,酒処 中央区,酒処 中央区,1,01101639715,北海道,札幌市中央区,南五条西,10丁目,15-14,0420170,52,そば・うどん店,5205,居酒屋
00000165,0,011,684-5495,,焼鳥 支店,焼鳥 支店,0,01101706187,北海道,札幌市中央区,北二条西,2丁目,12-3,0820288,52,そば・うどん店,5205,居酒屋
00000166,0,011,260-9183,,酒処 支店,酒処 支店,1,01101741464,北海道,札幌市中央区,北二条西,8丁目,20-17,0120192,52,そば・うどん店,5205,居酒屋
00000167,0,011,380-5835,,北の幸 中央区,北の幸 中央区,0,01101986721,北海道,札幌市中央区,北三条西,9丁目,1-17,0360697,52,そば・うどん店,5205,居酒屋
00000168,0,011,331-9903,,海鮮 本店,海鮮 本店,1,01101884321,北海道,札幌市中央区,南一条西,8丁目,8-18,0970573,52,そば・うどん店,5205,居酒屋
00000169,0,011,588-3922,,ジンギスカン 本店,ジンギスカン 本店,0,01101112962,北海道,札幌市中央区,南六条西,4丁目,20-2,0840879,52,そば・うどん店,5205,居酒屋
00000170,0,011,149-7251,,炉端 支店,炉端 支店,1,01101207590,北海道,札幌市中央区,北二条西,7丁目,8-3,0900656,52,そば・うどん店,5205,居酒屋
00000171,0,011,191-5521,,北の幸 本店,北の幸 本店,0,01101580557,北海道,札幌市中央区,北二条西,6丁目,10-1,0860509,52,そば・うどん店,5205,居酒屋
00000172,0,011,754-5445,,焼鳥 南一条西,焼鳥 南一条西,0,01101310122,北海道,札幌市中央区,南一条西,8丁目,20-12,0400145,52,そば・うどん店,5205,居酒屋
00000173,0,011,125-1169,,ジンギスカン 支店,ジンギスカン 支店,1,01101704190,北海道,札幌市中央区,南五条西,9丁目,20-22,0640556,52,そば・うどん店,5205,居酒屋
00000174,0,011,794-5406,,北の幸,北の幸,0,01101291156,北海道,札幌市中央区,大通西,3丁目,7-25,0990128,52,そば・うどん店,5205,居酒屋
00000175,0,011,710-8340,,ジンギスカン 南五条西,ジンギスカン 南五条西,0,01101198186,北海道,札幌市中央区,南五条西,10丁目,6-23,0650428,52,そば・うどん店,5205,居酒屋
00000176,0,011,610-3391,,ジンギスカン 支店,ジンギスカン 支店,1,01101339667,北海道,札幌市中央区,南一条西,5丁目,7-19,0990368,52,そば・うどん店,5205,居酒屋
00000177,0,011,565-7849,,ジンギスカン 本店,ジンギスカン 本店,0,01101935985,北海道,札幌市中央区,北一条西,9丁目,3-19,0130545,52,そば・うどん店,5205,居酒屋
00000178,0,011,103-6700,,居酒屋 本店,居酒屋 本店,1,01101119820,北海道,札幌市中央区,南六条西,2丁目,14-26,0780371,52,そば・うどん店,5205,居酒屋
00000179,0,011,605-8019,,居酒屋 中央区,居酒屋 中央区,0,01101813572,北海道,札幌市中央区,南六条西,7丁目,20-21,0420189,52,そば・うどん店,5205,居酒屋
00000180,0,011,318-8361,,北の幸 支店,北の幸 支店,1,01101787745,北海道,札幌市中央区,北二条西,4丁目,4-2,0270551,52,そば・うどん店,5205,居酒屋
00000181,0,011,662-7651,,北の幸 本店,北の幸 本店,1,01101914836,北海道,札幌市中央区,北一条西,2丁目,12-25,0280453,52,そば・うどん店,5205,居酒屋
00000182,0,011,112-5363,,居酒屋 本店,居酒屋 本店,1,01101778972,北海道,札幌市中央区,北二条西,2丁目,6-15,0330999,52,そば・うどん店,5205,居酒屋
00000183,0,011,582-2127,,焼鳥 中央区,焼鳥 中央区,1,01101856551,北海道,札幌市中央区,南一条西,1丁目,2-5,0110457,52,そば・うどん店,5205,居酒屋
00000184,0,011,231-9012,,ジンギスカン,ジンギスカン,1,01101939337,北海道,札幌市中央区,南二条西,4丁目,2-10,0180912,52,そば・うどん店,5205,居酒屋
00000185,0,011,908-3865,,酒処 支店,酒処 支店,0,01101368173,北海道,札幌市中央区,南三条西,4丁目,8-16,0210844,52,そば・うどん店,5205,居酒屋
00000186,0,011,968-4733,,ジンギスカン 中央区,ジンギスカン 中央区,0,01101981588,北海道,札幌市中央区,北三条西,7丁目,4-10,0710134,52,そば・うどん店,5205,居酒屋
00000187,0,011,496-6503,,ジンギスカン 本店,ジンギスカン 本店,1,01101748932,北海道,札幌市中央区,南一条西,2丁目,2-8,0430456,52,そば・うどん店,5205,居酒屋
00000188,0,011,780-6965,,酒処 南六条西,酒処 南六条西,0,01101168760,北海道,札幌市中央区,南六条西,1丁目,19-1,0170223,52,そば・うどん店,5205,居酒屋
00000189,0,011,923-7007,,ジンギスカン 支店,ジンギスカン 支店,0,01101171559,北海道,札幌市中央区,南二条西,7丁目,2-25,0490312,52,そば・うどん店,5205,居酒屋
00000190,0,011,205-6739,,酒処,酒処,0,01101828618,北海道,札幌市中央区,南五条西,10丁目,12-10,0560279,52,そば・うどん店,5205,居酒屋
00000191,0,011,963-2792,,炉端 中央区,炉端 中央区,0,01101402867,北海道,札幌市中央区,北一条西,9丁目,19-23,0630894,52,そば・うどん店,5205,居酒屋
00000192,0,011,333-3451,,海鮮 中央区,海鮮 中央区,0,01101878397,北海道,札幌市中央区,南四条西,5丁目,7-22,0640955,52,そば・うどん店,5205,居酒屋
00000193,0,011,874-5864,,居酒屋 中央区,居酒屋 中央区,0,01101516048,北海道,札幌市中央区,南四条西,4丁目,3-7,0400684,52,そば・うどん店,5205,居酒屋
00000194,0,011,356-1084,,海鮮,海鮮,0,01101159901,北海道,札幌市中央区,北三条西,3丁目,1-6,0900977,52,そば・うどん店,5205,居酒屋
00000195,0,011,511-6907,,北の幸 北一条西,北の幸 北一条西,0,01101117736,北海道,札幌市中央区,北一条西,1丁目,8-28,0530840,52,そば・うどん店,5205,居酒屋
00000196,0,011,465-7135,,炉端,炉端,0,01101297234,北海道,札幌市中央区,北一条西,8丁目,9-8,0990850,52,そば・うどん店,5205,居酒屋
00000197,0,011,646-5637,,酒処 本店,酒処 本店,0,01101902048,北海道,札幌市中央区,北一条西,9丁目,2-28,0750803,52,そば・うどん店,5205,居酒屋
00000198,0,011,514-9456,,海鮮,海鮮,0,01101255911,北海道,札幌市中央区,南一条西,9丁目,10-7,0760902,52,そば・うどん店,5205,居酒屋
00000199,0,011,516-4090,,焼鳥 中央区,焼鳥 中央区,0,01101701177,北海道,札幌市中央区,南二条西,6丁目,7-15,0610664,52,そば・うどん店,5205,居酒屋
00000200,0,011,970-1546,,居酒屋 大通西,居酒屋 大通西,0,01101480247,北海道,札幌市中央区,大通西,10丁目,19-18,0390514,52,そば・うどん店,5205,居酒屋
00000201,0,011,841-9286,,居酒屋,居酒屋,1,01101596943,北海道,札幌市中央区,北二条西,10丁目,10-30,0780536,52,そば・うどん店,5205,居酒屋
00000202,0,011,539-5868,,ジンギスカン 支店,ジンギスカン 支店,1,01101253278,北海道,札幌市中央区,南六条西,3丁目,10-28,0520137,52,そば・うどん店,5205,居酒屋
00000203,0,011,305-5288,,海鮮 支店,海鮮 支店,0,01101453903,北海道,札幌市中央区,北二条西,8丁目,15-15,0100183,52,そば・うどん店,5205,居酒屋
00000204,0,011,477-3344,,海鮮 北一条西,海鮮 北一条西,0,01101716560,北海道,札幌市中央区,北一条西,5丁目,11-27,0180921,52,そば・うどん店,5205,居酒屋
00000205,0,011,310-4382,,酒処 中央区,酒処 中央区,1,01101860541,北海道,札幌市中央区,大通西,7丁目,18-8,0740449,52,そば・うどん店,5205,居酒屋
00000206,0,011,729-3242,,焼鳥 南一条西,焼鳥 南一条西,0,01101116710,北海道,札幌市中央区,南一条西,5丁目,12-26,0660545,52,そば・うどん店,5205,居酒屋
00000207,0,011,306-8099,,炉端 支店,炉端 支店,0,01101372834,北海道,札幌市中央区,南四条西,6丁目,18-12,0240667,52,そば・うどん店,5205,居酒屋
00000208,0,011,518-4858,,炉端,炉端,1,01101795524,北海道,札幌市中央区,南六条西,5丁目,6-24,0250925,52,そば・うどん店,5205,居酒屋
00000209,0,011,693-5653,,海鮮 北二条西,海鮮 北二条西,0,01101892745,北海道,札幌市中央区,北二条西,2丁目,9-8,0950718,52,そば・うどん店,5205,居酒屋
00000210,0,011,752-2351,,海鮮 支店,海鮮 支店,1,01101111651,北海道,札幌市中央区,南三条西,1丁目,17-16,0930399,52,そば・うどん店,5205,居酒屋
00000211,0,011,609-3470,,ジンギスカン 大通西,ジンギスカン 大通西,0,01101545912,北海道,札幌市中央区,大通西,7丁目,20-22,0980325,52,そば・うどん店,5205,居酒屋
00000212,0,011,954-9885,,北の幸,北の幸,0,01101729782,北海道,札幌市中央区,南六条西,6丁目,8-7,0340567,52,そば・うどん店,5205,居酒屋
00000213,0,011,278-1363,,居酒屋 支店,居酒屋 支店,1,01101511979,北海道,札幌市中央区,北一条西,6丁目,2-10,0900276,52,そば・うどん店,5205,居酒屋
00000214,0,011,352-9568,,炉端,炉端,1,01101686788,北海道,札幌市中央区,大通西,4丁目,9-3,0810134,52,そば・うどん店,5205,居酒屋
00000215,0,011,476-7698,,焼鳥,焼鳥,0,01101309840,北海道,札幌市中央区,北二条西,9丁目,2-25,0420415,52,そば・うどん店,5205,居酒屋
00000216,0,011,734-7380,,ジンギスカン 中央区,ジンギスカン 中央区,0,01101762437,北海道,札幌市中央区,南二条西,1丁目,20-2,0900134,52,そば・うどん店,5205,居酒屋
00000217,0,011,254-7452,,居酒屋 本店,居酒屋 本店,1,01101550896,北海道,札幌市中央区,南二条西,6丁目,20-5,0400506,52,そば・うどん店,5205,居酒屋
00000218,0,011,942-1101,,ジンギスカン 南六条西,ジンギスカン 南六条西,1,01101848004,北海道,札幌市中央区,南六条西,8丁目,6-1,0400694,52,そば・うどん店,5205,居酒屋
00000219,0,011,789-9016,,北の幸 中央区,北の幸 中央区,0,01101828027,北海道,札幌市中央区,北三条西,4丁目,3-4,0540837,52,そば・うどん店,5205,居酒屋
00000220,0,011,511-5659,,海鮮 北二条西,海鮮 北二条西,0,01101477331,北海道,札幌市中央区,北二条西,1丁目,13-23,0500762,52,そば・うどん店,5205,居酒屋
00000221,0,011,235-8111,,酒処 支店,酒処 支店,0,01101718906,北海道,札幌市中央区,南二条西,9丁目,16-20,0150281,52,そば・うどん店,5205,居酒屋
00000222,0,011,943-7153,,焼鳥,焼鳥,1,01101302486,北海道,札幌市中央区,南一条西,1丁目,18-23,0460353,52,そば・うどん店,5205,居酒屋
00000223,0,011,164-2178,,焼鳥 支店,焼鳥 支店,0,01101349412,北海道,札幌市中央区,南六条西,8丁目,6-20,0940610,52,そば・うどん店,5205,居酒屋
00000224,0,011,458-1123,,居酒屋 支店,居酒屋 支店,0,01101891925,北海道,札幌市中央区,南五条西,3丁目,7-10,0800602,52,そば・うどん店,5205,居酒屋
00000225,0,011,491-1730,,炉端,炉端,1,01101221305,北海道,札幌市中央区,南五条西,9丁目,13-28,0640560,52,そば・うどん店,5205,居酒屋
00000226,0,011,284-6317,,ジンギスカン,ジンギスカン,0,01101400068,北海道,札幌市中央区,南一条西,7丁目,3-23,0920243,52,そば・うどん店,5205,居酒屋
00000227,0,011,293-7718,,炉端 支店,炉端 支店,0,01101987297,北海道,札幌市中央区,南四条西,9丁目,16-10,0340220,52,そば・うどん店,5205,居酒屋
00000228,0,011,781-9623,,酒処 本店,酒処 本店,1,01101772308,北海道,札幌市中央区,南五条西,3丁目,18-7,0840202,52,そば・うどん店,5205,居酒屋
00000229,0,011,131-1677,,海鮮 中央区,海鮮 中央区,0,01101705256,北海道,札幌市中央区,大通西,8丁目,19-26,0660318,52,そば・うどん店,5205,居酒屋
00000230,0,011,413-5436,,ジンギスカン,ジンギスカン,1,01101215128,北海道,札幌市中央区,南二条西,5丁目,7-30,0350944,52,そば・うどん店,5205,居酒屋
00000231,0,011,787-8917,,ジンギスカン,ジンギスカン,0,01101972469,北海道,札幌市中央区,南二条西,10丁目,19-11,0170307,52,そば・うどん店,5205,居酒屋
00000232,0,011,672-4769,,ジンギスカン 支店,ジンギスカン 支店,0,01101855428,北海道,札幌市中央区,南三条西,10丁目,16-8,0270989,52,そば・うどん店,5205,居酒屋
00000233,0,011,942-6923,,北の幸 中央区,北の幸 中央区,0,01101504672,北海道,札幌市中央区,南六条西,1丁目,17-27,0280773,52,そば・うどん店,5205,居酒屋
00000234,0,011,628-1977,,焼鳥 本店,焼鳥 本店,0,01101882993,北海道,札幌市中央区,南二条西,1丁目,1-21,0990283,52,そば・うどん店,5205,居酒屋
00000235,0,011,170-6286,,北の幸 本店,北の幸 本店,0,01101535440,北海道,札幌市中央区,北一条西,7丁目,14-3,0930181,52,そば・うどん店,5205,居酒屋
00000236,0,011,895-9626,,酒処 支店,酒処 支店,0,01101591067,北海道,札幌市中央区,南四条西,5丁目,5-27,0340832,52,そば・うどん店,5205,居酒屋
00000237,0,011,714-3546,,海鮮 南四条西,海鮮 南四条西,0,01101166477,北海道,札幌市中央区,南四条西,3丁目,18-17,0170836,52,そば・うどん店,5205,居酒屋
00000238,0,011,392-5330,,焼鳥,焼鳥,0,01101511330,北海道,札幌市中央区,南六条西,1丁目,16-3,0360765,52,そば・うどん店,5205,居酒屋
00000239,0,011,924-3261,,酒処 支店,酒処 支店,1,01101709852,北海道,札幌市中央区,南二条西,4丁目,5-13,0220269,52,そば・うどん店,5205,居酒屋
00000240,0,011,735-8178,,炉端 支店,炉端 支店,0,01101922715,北海道,札幌市中央区,北二条西,3丁目,5-7,0770715,52,そば・うどん店,5205,居酒屋
00000241,0,011,279-3660,,焼鳥 中央区,焼鳥 中央区,1,01101915758,北海道,札幌市中央区,北三条西,2丁目,11-19,0400367,52,そば・うどん店,5205,居酒屋
00000242,0,011,892-5841,,焼鳥,焼鳥,0,01101807359,北海道,札幌市中央区,大通西,4丁目,3-24,0620352,52,そば・うどん店,5205,居酒屋
00000243,0,011,836-2468,,居酒屋 本店,居酒屋 本店,0,01101266555,北海道,札幌市中央区,南三条西,2丁目,6-10,0580197,52,そば・うどん店,5205,居酒屋
00000244,0,011,838-9148,,炉端 支店,炉端 支店,0,01101654919,北海道,札幌市中央区,大通西,5丁目,9-28,0460632,52,そば・うどん店,5205,居酒屋
00000245,0,011,834-1651,,海鮮 本店,海鮮 本店,0,01101666993,北海道,札幌市中央区,大通西,8丁目,15-8,0120860,52,そば・うどん店,5205,居酒屋
