入札日,開札日,ステータス,フェーズ,サブカテゴリ,機関タイプ,発注機関,発注地域,件名,年度,入札種別,落札会社名,落札金額,予定金額,応札企業,応札社数,リンク
2026-01-20,2026-01-30,落札済,④構築,生成AI（その他）,国,総務省,-,07-0049-0306 生成AIを活用した政策と社会課題の対応関係の可視化等の分析に関する調査研究,FY2025,,株式会社ナウキャスト,11667225,,"{応札企業名＝株式会社ナウキャスト 、応札結果・備考＝落札、応札金額＝11667225},{応札企業名＝ＫＰＭＧコンサルティング株式会社 、応札結果・備考＝、応札金額＝7000000}",6,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNlIyNzAwMDQ2OA==
2026-01-19,2026-01-19,落札済,①研修,,都道府県,東京都,東京都,生成AIを活用した課題解決ワークショップ実施委託,FY2025,,株式会社エージェント,1063700,,"{応札企業名＝株式会社エージェント、応札結果・備考＝、応札金額＝967000},{応札企業名＝ヒューマンアカデミー株式会社、応札結果・備考＝、応札金額＝1120000},{応札企業名＝株式会社ＴＯＡＳＵ、応札結果・備考＝、応札金額＝2409000},{応札企業名＝株式会社富士通ラーニングメディア、応札結果・備考＝辞退、応札金額＝},{応札企業名＝パーソルビジネスプロセスデザイン株式会社、応札結果・備考＝不参、応札金額＝},{応札企業名＝株式会社インソースデジタルアカデミー、応札結果・備考＝不参、応札金額＝},{応札企業名＝株式会社ワライフ、応札結果・備考＝不参、応札金額＝},{応札企業名＝株式会社ＳＡＭＵＲＡＩ、応札結果・備考＝不参、応札金額＝}",24,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNlIyNjk1Mzg4Mw==
2026-01-19,,結果待ち,④構築,生成AI（その他）,独法,国立大学法人/岡山大学,岡山県,生成ＡＩによる自動医療文書作成システム 一式,FY2025,随意,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNk4yMTI4OTkyMA==
,2026-01-16,落札済,④構築,RAG構築,国,海上保安庁,東京都,ＳＴＲＡＧＥ ＶＥＳＳＥＬ―ＧＡＳ ８個買入,FY2025,,株式会社ティー・エム・シー・インターナショナル,40700000,57880000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNlIyNzAxMzEzOA==
,2026-01-16,落札済,④構築,RAG構築,国,海上保安庁,東京都,ＳＴＲＡＧＥ ＶＥＳＳＥＬ－ＧＡＳ８個買入,FY2025,,株式会社ティー・エム・シー・インターナショナル,37000000,52618182,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNlIyNjkzNTE3NA==
2026-01-16,,結果待ち,④構築,活用支援・コンサル,独法,独立行政法人国際協力機構,東京都,情報システム基盤における生成ＡＩ活用推進支援業務 一式,FY2025,随意,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTI3MTUyMA==
2026-01-16,2026-01-19,落札済,①研修,,国,デジタル庁,-,政府職員向け生成AI研修資料作成支援業務,FY2025,,株式会社Ｅｘａ Ｅｎｔｅｒｐｒｉｓｅ ＡＩ,179000,,"{応札企業名＝株式会社Ｅｘａ　Ｅｎｔｅｒｐｒｉｓｅ　ＡＩ、応札結果・備考＝落札、応札金額＝179000},{応札企業名＝アビームコンサルティング株式会社 、応札結果・備考＝、応札金額＝4500000},{応札企業名＝株式会社インソース、応札結果・備考＝、応札金額＝2300000},{応札企業名＝株式会社ＳＨＩＦＴ 、応札結果・備考＝、応札金額＝7875000}",12,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNlIyNjkzOTA2Mg==
2026-01-16,,結果待ち,⑤運用,,その他,全国健康保険協会,東京都,チャットボットの構築 ・運用保守業務委託,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTE0NTQzMw==
2026-01-16,,結果待ち,⑤運用,,国,最高裁判所/最高裁判所,東京都,ｅ事件管理システム等のＡＩチャットボットシステムの構築等及び運用保守（令和８年度運用開始分）,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTExMzY5NA==
,2026-01-15,落札済,④構築,チャットボット,市区町村,茨城県市町村/東海村,茨城県,AIチャットボットクラウド使用契約【東海村】,FY2025,,アディッシュ株式会社,1080000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNlIyNzA1MDM3OA==
2026-01-15,,結果待ち,④構築,生成AI（その他）,独法,国立大学法人/群馬大学,群馬県,医療生成AIシステム,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTIxOTc5OA==
2026-01-15,,結果待ち,④構築,RAG構築,国,海上保安庁,東京都,ＳＴＯＲＡＧＥ ＶＥＳＳＥＬ―ＧＡＳ ８個買入,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTEyNzM4OA==
2026-01-15,,結果待ち,④構築,RAG構築,国,海上保安庁,東京都,【海上保安庁 特航25063】STORAGE VESSEL-GAS 8個買入,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTEyNDI4NA==
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】SHIPPING AND STORAG,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNk4yMTMyOTk5NQ==
2026-01-13,2026-01-30,落札済,③PoC,,国,デジタル庁,-,第三者検証業務におけるドキュメントレビュー支援AIエージェントの設計開発に係る調査研究,FY2025,,株式会社グラファー,9090909,,{応札企業名＝株式会社グラファー、応札結果・備考＝落札、応札金額＝9090909},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNlIyNzAwMDk4OA==
2026-01-13,,結果待ち,④構築,生成AIサービス導入,独法,独立行政法人日本学生支援機構,東京都,独立行政法人日本学生支援機構 生成AI利用環境構築・導入業務,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTIyOTM0NA==
2026-01-09,,結果待ち,④構築,AI（その他）,国,防衛装備庁,東京都,令和７年度意思決定迅速化実験装置の研究試作に基づく防衛用マルチＡＩエージェントによるＡＩ幕僚能力獲得の研究の契約希望者,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTIzMjE4Mw==
2026-01-08,,結果待ち,④構築,生成AI（その他）,独法,独立行政法人医薬品医療機器総合機構,東京都,生成AI用サーバー一式の調達,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTIxNzk3OA==
2026-01-07,,結果待ち,④構築,RAG構築,都道府県,茨城県,茨城県,業務効率化機能付RAG機能搭載文章生成AIサービス提供業務(変更契約3),FY2025,随意,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTI3NzUyNw==
2026-01-07,,結果待ち,①研修,,市区町村,東京23区/北区,東京都,Difyハンズオン研修委託【北区】,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTIzOTgxNw==
2026-01-06,2026-01-06,落札済,④構築,生成AIサービス導入,都道府県,和歌山県,和歌山県,令和７年度生成ＡＩサービス提供業務,FY2025,,株式会社エクサウィザーズ,397440,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNlIyNjg5ODQ2MA==
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】STORAGE SERVER COMP,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNk4yMTI5Mzg4NA==
2025-12-25,,結果待ち,④構築,生成AI（その他）,独法,独立行政法人農業・食品産業技術総合研究機構,茨城県,施設栽培専門家生成AI( プロトタイプ) 開発業務,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTE2NzcwMA==
2025-12-24,2025-12-25,落札済,④構築,チャットボット,独法,独立行政法人海洋研究開発機構,神奈川県,RAG機能を組み込んだAIチャットボットシステムの構築・導入業務,FY2025,,株式会社インサイト,3960000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNzAzOTI1OQ==
,2025-12-24,落札済,④構築,チャットボット,その他,日本郵政グループ,東京都,ＡＩサービスデスク導入に伴うＡＩチャットボットの構築,FY2025,,かんぽシステムソリューションズ株式会社,97927500,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNzAxMzUzNQ==
2025-12-24,,結果待ち,④構築,生成AI（その他）,独法,独立行政法人理化学研究所,兵庫県,生成AI構造Sampling法のシステム開発及び高度化,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTIwMjY5NA==
,2025-12-23,落札済,④構築,生成AI（その他）,市区町村,その他埼玉県市町村/戸田市,埼玉県,生成AI自動応答サービス調達業務（長期継続契約）【戸田市】,FY2025,,伊藤忠テクノソリューションズ株式会社 公共営業第２部,3770000,6216000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNzAzMzQ3NA==
2025-12-23,2025-12-23,落札済,④構築,生成AI（その他）,独法,独立行政法人産業技術総合研究所,茨城県,生成AI基盤モデル開発用計算機,FY2025,,北原商事株式会社,9339000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNzAzMjA5NQ==
,2025-12-23,落札済,④構築,生成AIサービス導入,市区町村,群馬県市町村/太田市,群馬県,太田市生成AIサービス提供事業【太田市】,FY2025,,株式会社電通総研,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjk0Mjg2Mg==
2025-12-23,,結果待ち,②設計,,市区町村,岐阜県市町村/大垣市,岐阜県,生成AI活用による業務効率化の試行利用に係る情報提供依頼（RFI）【大垣市】,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTEyODgyOA==
,2025-12-22,落札済,④構築,AI（その他）,都道府県,東京都,東京都,東京データプラットフォームデータ連携基盤AIエージェント機能追加業務委託,FY2025,,日本電気株式会社,28941000,,{応札企業名＝日本電気株式会社、応札結果・備考＝、応札金額＝26310000},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjg1Mzg4Ng==
,2025-12-19,落札済,④構築,生成AI（その他）,都道府県,東京都,東京都,離職者等再就職訓練 専門人材育成訓練令和８年４月生（生成AI・デジタルクリエイター学科・２年制）の業務委託 その7（複数単価契約）,FY2025,,学校法人中央情報学園,48345000,,{応札企業名＝学校法人中央情報学園、応札結果・備考＝、応札金額＝43950000},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNzA0MTg3NQ==
2025-12-19,,結果待ち,⑤運用,,独法,大学共同利用機関法人/情報・システム研究機構,東京都,ActiveScale P100 (storage3.4)保守更新 一式,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTE5ODc0MQ==
2025-12-19,,結果待ち,②設計,,国,デジタル庁,東京都,ドキュメントレビュー支援AIエージェント開発に向けた情報提供依頼書,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTAyNjU4NQ==
2025-12-18,2025-12-19,落札済,④構築,生成AI（その他）,国,警察庁,-,生成AIを用いたフィッシングサイト判定情報提供等役務,FY2025,,ＮＴＴセキュリティ・ジャパン株式会社,6687000,,"{応札企業名＝ＮＴＴセキュリティ・ジャパン株式会社、応札結果・備考＝落札、応札金額＝6687000},{応札企業名＝日本アイ・ビー・エム株式会社 、応札結果・備考＝、応札金額＝9400000},{応札企業名＝株式会社RUTILEA 、応札結果・備考＝、応札金額＝13950000}",9,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjgzODg5Mg==
2025-12-16,,結果待ち,④構築,RAG構築,独法,国立大学法人/北海道大学,北海道,米国サーモフィッシャーサイエンティフィック社製 微量分光光度計 NanoDrop Ultra NDULTRAGL-S3-CP25 一式,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTIxNDg2Mg==
2025-12-16,,結果待ち,③PoC,,国,最高裁判所/最高裁判所,東京都,裁判事務における生成ＡＩ利用の将来検討にむけた検証支援,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTAzODEzMQ==
2025-12-15,,結果待ち,⑤運用,,市区町村,群馬県市町村/太田市,群馬県,生成AIサービス利用【太田市】,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTA3MjE4Mw==
2025-12-12,,結果待ち,④構築,生成AI（その他）,独法,国立大学法人/東海国立大学機構/名古屋大学,愛知県,治験データ分析用生成AI基盤構築 一式,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTIxMDE2MQ==
,2025-12-10,落札済,④構築,生成AI（その他）,市区町村,神戸市,兵庫県,神戸市生成AIプラットフォーム（Dify Community）環境構築業務【神戸市】,FY2025,,リコージャパン株式会社兵庫支社,6979500,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjk2MDY2NA==
2025-12-10,,結果待ち,④構築,生成AI（その他）,市区町村,神戸市,兵庫県,神戸市生成AIプラットフォーム（Dify）環境構築業務【神戸市】,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTAyNTc4Ng==
,2025-12-09,落札済,④構築,生成AI（その他）,都道府県,大阪府,大阪府,【２５Ｒ０１１０】（知識等習得コース）生成ＡＩでオフィススキルを拡張！オフィスワーク養成科（５か月）【託児付】訓練委託料,FY2025,,株式会社キャリアプログラム,14784000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNzA2MDYxNw==
2025-12-09,,結果待ち,④構築,生成AIサービス導入,市区町村,京都市,京都府,生成AIサービス提供業務におけるサービス提供（交通局）【京都市】,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTEyMDQzOQ==
2025-12-08,,結果待ち,④構築,生成AIサービス導入,市区町村,その他兵庫県市町村/姫路市,兵庫県,LGWAN対応生成AIサービス導入事業（RFP）申込必要【姫路市】,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTE3NTk5Nw==
2025-12-08,,結果待ち,④構築,生成AIサービス導入,都道府県,青森県,青森県,青森県生成AI導入業務（DX推進課）,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMTExNzg1OA==
2025-12-04,2025-12-04,落札済,④構築,チャットボット,都道府県,東京都,東京都,都立学校経営企画室向けAIチャットボット構築委託,FY2025,,富士通Ｊａｐａｎ株式会社,7374400,,"{応札企業名＝富士通Ｊａｐａｎ株式会社、応札結果・備考＝、応札金額＝6704000},{応札企業名＝ＮＴＴ東日本株式会社、応札結果・備考＝、応札金額＝6740000},{応札企業名＝株式会社大塚商会、応札結果・備考＝辞退、応札金額＝},{応札企業名＝株式会社プラージュ、応札結果・備考＝辞退、応札金額＝},{応札企業名＝日本トータルテレマーケティング株式会社、応札結果・備考＝辞退、応札金額＝}",15,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjc3NDY4Mw==
